run_id,domain,variant,observation_protocol,repeat_index,seed,source_commit,raw_terminal_status,terminal_status,infrastructure_failure,causal_category,cp_terminal_kind,cp_terminal_stage,cp_terminal_summary,observation_success,object_estimation_success,initial_state_success,goal_state_success,pddl_valid,fd_invoked,symbolic_plan_found,symbolic_plan_nonempty,val_plan_valid,identity_attempted,identity_success,refinement_attempted,refinement_success,execution_projection_available,execution_attempted,execution_success,execution_stage_completed,nonempty_plan_execution_completed,physical_plan_found,declared_completion,false_completion,outcome_correct,generated_goal_evaluated,hidden_benchmark_evaluated,any_plan_fd,any_plan_val,nonempty_plan_fd,nonempty_plan_val,nonempty_plan_identity,nonempty_plan_refine,nonempty_plan_exec,task_final,provenance_consistent,provenance_diagnostics,first_plan_attempt_index,first_nonempty_plan_attempt_index,number_of_symbolic_plans_generated,number_of_nonempty_symbolic_plans,number_of_val_valid_plans,best_symbolic_plan_length,final_selected_plan_length,actual_selected_plan_length,actual_selected_action_sequence,actual_task_success,hidden_task_success,ground_truth_feasible,raw_predicted_infeasible,generated_goal_satisfied,generated_goal_atoms_passed,generated_goal_atoms_total,generated_goal_atom_coverage,benchmark_requirements_passed,goal_requirements_passed,benchmark_requirements_total,goal_requirements_total,benchmark_requirement_coverage,goal_coverage,initial_requirements_passed,initial_requirements_total,terminal_requirements_passed,terminal_requirements_total,initial_goal_coverage,terminal_goal_coverage,delta_goal_coverage,initial_subgoals_passed,initial_subgoals_total,terminal_subgoals_passed,terminal_subgoals_total,initial_subgoal_eval,terminal_subgoal_eval,selected_attempt_index,selected_plan_length,selected_plan_val_valid,selected_plan_identity_success,selected_plan_refinement_success,fm_calls,raw_vlm_requests,object_calls,initial_state_calls,init_calls,goal_state_calls,goal_calls,cp_calls,CP_calls,high_level_replans,inspections,controller_actions,physical_actions_attempted,physical_actions_succeeded,terminal_failure_cause,runtime_seconds,end_to_end_seconds,fm_latency_seconds,symbolic_planning_seconds,refinement_seconds,execution_seconds,pddl_path,action_sequence_path,val_result_path,identity_path,refinement_path,execution_path,terminal_state_path,benchmark_evaluation_path
kitchen__F0_ALL_VISIBLE__fixed_full_inspection__r00,kitchen,F0_ALL_VISIBLE,fixed_full_inspection,0,240001,0a75525470f878d1f4b6bd7ba535c9de4f860b1f,FM_OBJECT_FAILURE,FM_OBJECT_FAILURE,False,UNRESOLVED_FM_FAILURE,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,[],,,0,0,0,,,0,[],False,False,True,,,0,0,,0,0,8,12,0.0,0.0,0,12,0,12,0.0,0.0,0.0,0,12,0,12,"{'domain': 'kitchen', 'variant': 'F0_ALL_VISIBLE', 'total_subgoals': 12, 'passed_subgoals': 0, 'coverage': 0.0, 'results': [{'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_narrow_deep_cup physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_13'}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'HAS_CONTENT', 'target': 'water', 'description': 'ab3_narrow_deep_cup has water delivered'}, 'passed': False, 'evidence': {'content': 'water', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'HAS_CONTENT', 'target': 'coffee', 'description': 'ab3_narrow_deep_cup has coffee delivered'}, 'passed': False, 'evidence': {'content': 'coffee', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'STIRRED', 'target': 'true', 'description': 'ab3_narrow_deep_cup stirred with suitable stirrer'}, 'passed': False, 'evidence': {'verified_stir': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_medium_deep_mug physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_14'}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'HAS_CONTENT', 'target': 'water', 'description': 'ab3_medium_deep_mug has water delivered'}, 'passed': False, 'evidence': {'content': 'water', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'HAS_CONTENT', 'target': 'coffee', 'description': 'ab3_medium_deep_mug has coffee delivered'}, 'passed': False, 'evidence': {'content': 'coffee', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'STIRRED', 'target': 'true', 'description': 'ab3_medium_deep_mug stirred with suitable stirrer'}, 'passed': False, 'evidence': {'verified_stir': False}}, {'subgoal': {'subject': 'ab3_shallow_bowl', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_shallow_bowl physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_16'}}, {'subgoal': {'subject': 'ab3_shallow_bowl', 'predicate': 'CONTAINS', 'target': 'suitable_soup_utensil', 'description': 'ab3_shallow_bowl stably contains suitable soup utensil'}, 'passed': False, 'evidence': {'matching_tools': [], 'stable_tools': []}}, {'subgoal': {'subject': 'ab3_deep_bowl', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_deep_bowl physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_25'}}, {'subgoal': {'subject': 'ab3_deep_bowl', 'predicate': 'CONTAINS', 'target': 'suitable_soup_utensil', 'description': 'ab3_deep_bowl stably contains suitable soup utensil'}, 'passed': False, 'evidence': {'matching_tools': [], 'stable_tools': []}}]}","{'domain': 'kitchen', 'variant': 'F0_ALL_VISIBLE', 'total_subgoals': 12, 'passed_subgoals': 0, 'coverage': 0.0, 'results': [{'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_narrow_deep_cup physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_13'}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'HAS_CONTENT', 'target': 'water', 'description': 'ab3_narrow_deep_cup has water delivered'}, 'passed': False, 'evidence': {'content': 'water', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'HAS_CONTENT', 'target': 'coffee', 'description': 'ab3_narrow_deep_cup has coffee delivered'}, 'passed': False, 'evidence': {'content': 'coffee', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'STIRRED', 'target': 'true', 'description': 'ab3_narrow_deep_cup stirred with suitable stirrer'}, 'passed': False, 'evidence': {'verified_stir': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_medium_deep_mug physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_14'}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'HAS_CONTENT', 'target': 'water', 'description': 'ab3_medium_deep_mug has water delivered'}, 'passed': False, 'evidence': {'content': 'water', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'HAS_CONTENT', 'target': 'coffee', 'description': 'ab3_medium_deep_mug has coffee delivered'}, 'passed': False, 'evidence': {'content': 'coffee', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'STIRRED', 'target': 'true', 'description': 'ab3_medium_deep_mug stirred with suitable stirrer'}, 'passed': False, 'evidence': {'verified_stir': False}}, {'subgoal': {'subject': 'ab3_shallow_bowl', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_shallow_bowl physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_16'}}, {'subgoal': {'subject': 'ab3_shallow_bowl', 'predicate': 'CONTAINS', 'target': 'suitable_soup_utensil', 'description': 'ab3_shallow_bowl stably contains suitable soup utensil'}, 'passed': False, 'evidence': {'matching_tools': [], 'stable_tools': []}}, {'subgoal': {'subject': 'ab3_deep_bowl', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_deep_bowl physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_25'}}, {'subgoal': {'subject': 'ab3_deep_bowl', 'predicate': 'CONTAINS', 'target': 'suitable_soup_utensil', 'description': 'ab3_deep_bowl stably contains suitable soup utensil'}, 'passed': False, 'evidence': {'matching_tools': [], 'stable_tools': []}}]}",,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FM_OBJECT_FAILURE,102.030973,102.030973,,,,,,,,,,,,
kitchen__F0_ALL_VISIBLE__initial_observation_only__r00,kitchen,F0_ALL_VISIBLE,initial_observation_only,0,240000,0a75525470f878d1f4b6bd7ba535c9de4f860b1f,PREDICTED_INFEASIBLE,PREDICTED_INFEASIBLE,False,UNRESOLVED_UNREACHABLE_CORRECTED_GOAL,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,[],,,0,0,0,,,0,[],False,False,True,True,,0,0,,4,0,8,12,0.5,0.0,0,12,0,12,0.0,0.0,0.0,0,12,0,12,"{'coverage': 0.0, 'domain': 'kitchen', 'passed_subgoals': 0, 'results': [{'evidence': {'support': 'countertop'}, 'passed': False, 'subgoal': {'description': 'ab3_narrow_deep_cup physically served on serving_area', 'predicate': 'ON', 'subject': 'ab3_narrow_deep_cup', 'target': 'serving_area'}}, {'evidence': {'content': 'water', 'verified_pour': False}, 'passed': False, 'subgoal': {'description': 'ab3_narrow_deep_cup has water delivered', 'predicate': 'HAS_CONTENT', 'subject': 'ab3_narrow_deep_cup', 'target': 'water'}}, {'evidence': {'content': 'coffee', 'verified_pour': False}, 'passed': False, 'subgoal': {'description': 'ab3_narrow_deep_cup has coffee delivered', 'predicate': 'HAS_CONTENT', 'subject': 'ab3_narrow_deep_cup', 'target': 'coffee'}}, {'evidence': {'verified_stir': False}, 'passed': False, 'subgoal': {'description': 'ab3_narrow_deep_cup stirred with suitable stirrer', 'predicate': 'STIRRED', 'subject': 'ab3_narrow_deep_cup', 'target': 'true'}}, {'evidence': {'support': 'countertop'}, 'passed': False, 'subgoal': {'description': 'ab3_medium_deep_mug physically served on serving_area', 'predicate': 'ON', 'subject': 'ab3_medium_deep_mug', 'target': 'serving_area'}}, {'evidence': {'content': 'water', 'verified_pour': False}, 'passed': False, 'subgoal': {'description': 'ab3_medium_deep_mug has water delivered', 'predicate': 'HAS_CONTENT', 'subject': 'ab3_medium_deep_mug', 'target': 'water'}}, {'evidence': {'content': 'coffee', 'verified_pour': False}, 'passed': False, 'subgoal': {'description': 'ab3_medium_deep_mug has coffee delivered', 'predicate': 'HAS_CONTENT', 'subject': 'ab3_medium_deep_mug', 'target': 'coffee'}}, {'evidence': {'verified_stir': False}, 'passed': False, 'subgoal': {'description': 'ab3_medium_deep_mug stirred with suitable stirrer', 'predicate': 'STIRRED', 'subject': 'ab3_medium_deep_mug', 'target': 'true'}}, {'evidence': {'support': 'countertop'}, 'passed': False, 'subgoal': {'description': 'ab3_shallow_bowl physically served on serving_area', 'predicate': 'ON', 'subject': 'ab3_shallow_bowl', 'target': 'serving_area'}}, {'evidence': {'matching_tools': [], 'stable_tools': []}, 'passed': False, 'subgoal': {'description': 'ab3_shallow_bowl stably contains suitable soup utensil', 'predicate': 'CONTAINS', 'subject': 'ab3_shallow_bowl', 'target': 'suitable_soup_utensil'}}, {'evidence': {'support': 'countertop'}, 'passed': False, 'subgoal': {'description': 'ab3_deep_bowl physically served on serving_area', 'predicate': 'ON', 'subject': 'ab3_deep_bowl', 'target': 'serving_area'}}, {'evidence': {'matching_tools': [], 'stable_tools': []}, 'passed': False, 'subgoal': {'description': 'ab3_deep_bowl stably contains suitable soup utensil', 'predicate': 'CONTAINS', 'subject': 'ab3_deep_bowl', 'target': 'suitable_soup_utensil'}}], 'total_subgoals': 12, 'variant': 'F0_ALL_VISIBLE'}","{'coverage': 0.0, 'domain': 'kitchen', 'passed_subgoals': 0, 'results': [{'evidence': {'support': 'countertop'}, 'passed': False, 'subgoal': {'description': 'ab3_narrow_deep_cup physically served on serving_area', 'predicate': 'ON', 'subject': 'ab3_narrow_deep_cup', 'target': 'serving_area'}}, {'evidence': {'content': 'water', 'verified_pour': False}, 'passed': False, 'subgoal': {'description': 'ab3_narrow_deep_cup has water delivered', 'predicate': 'HAS_CONTENT', 'subject': 'ab3_narrow_deep_cup', 'target': 'water'}}, {'evidence': {'content': 'coffee', 'verified_pour': False}, 'passed': False, 'subgoal': {'description': 'ab3_narrow_deep_cup has coffee delivered', 'predicate': 'HAS_CONTENT', 'subject': 'ab3_narrow_deep_cup', 'target': 'coffee'}}, {'evidence': {'verified_stir': False}, 'passed': False, 'subgoal': {'description': 'ab3_narrow_deep_cup stirred with suitable stirrer', 'predicate': 'STIRRED', 'subject': 'ab3_narrow_deep_cup', 'target': 'true'}}, {'evidence': {'support': 'countertop'}, 'passed': False, 'subgoal': {'description': 'ab3_medium_deep_mug physically served on serving_area', 'predicate': 'ON', 'subject': 'ab3_medium_deep_mug', 'target': 'serving_area'}}, {'evidence': {'content': 'water', 'verified_pour': False}, 'passed': False, 'subgoal': {'description': 'ab3_medium_deep_mug has water delivered', 'predicate': 'HAS_CONTENT', 'subject': 'ab3_medium_deep_mug', 'target': 'water'}}, {'evidence': {'content': 'coffee', 'verified_pour': False}, 'passed': False, 'subgoal': {'description': 'ab3_medium_deep_mug has coffee delivered', 'predicate': 'HAS_CONTENT', 'subject': 'ab3_medium_deep_mug', 'target': 'coffee'}}, {'evidence': {'verified_stir': False}, 'passed': False, 'subgoal': {'description': 'ab3_medium_deep_mug stirred with suitable stirrer', 'predicate': 'STIRRED', 'subject': 'ab3_medium_deep_mug', 'target': 'true'}}, {'evidence': {'support': 'countertop'}, 'passed': False, 'subgoal': {'description': 'ab3_shallow_bowl physically served on serving_area', 'predicate': 'ON', 'subject': 'ab3_shallow_bowl', 'target': 'serving_area'}}, {'evidence': {'matching_tools': [], 'stable_tools': []}, 'passed': False, 'subgoal': {'description': 'ab3_shallow_bowl stably contains suitable soup utensil', 'predicate': 'CONTAINS', 'subject': 'ab3_shallow_bowl', 'target': 'suitable_soup_utensil'}}, {'evidence': {'support': 'countertop'}, 'passed': False, 'subgoal': {'description': 'ab3_deep_bowl physically served on serving_area', 'predicate': 'ON', 'subject': 'ab3_deep_bowl', 'target': 'serving_area'}}, {'evidence': {'matching_tools': [], 'stable_tools': []}, 'passed': False, 'subgoal': {'description': 'ab3_deep_bowl stably contains suitable soup utensil', 'predicate': 'CONTAINS', 'subject': 'ab3_deep_bowl', 'target': 'suitable_soup_utensil'}}], 'total_subgoals': 12, 'variant': 'F0_ALL_VISIBLE'}",,,False,False,False,7,7,1,1,1,2,2,3,3,3,0,0,0,0,UNREACHABLE_CORRECTED_GOAL,54.730887090998294,54.730887090998294,52.77481553900361,,,0.0,/home/naren/ViLaIn-TAMP-results/vilain-final-fixed-alias-smoke-0a75525/runs/kitchen__F0_ALL_VISIBLE__initial_observation_only__r00/artifacts/interpreter/problem_initial.pddl,,,,,,,/home/naren/ViLaIn-TAMP-results/vilain-final-fixed-alias-smoke-0a75525/runs/kitchen__F0_ALL_VISIBLE__initial_observation_only__r00/artifacts/benchmark/benchmark_goal_evaluation.json
kitchen__F1_HIDDEN_COFFEE_VESSEL__fixed_full_inspection__r00,kitchen,F1_HIDDEN_COFFEE_VESSEL,fixed_full_inspection,0,240003,0a75525470f878d1f4b6bd7ba535c9de4f860b1f,FM_STATE_FAILURE,FM_STATE_FAILURE,False,UNRESOLVED_FM_FAILURE,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,[],,,0,0,0,,,0,[],False,False,True,,,0,0,,0,0,8,12,0.0,0.0,0,12,0,12,0.0,0.0,0.0,0,12,0,12,"{'domain': 'kitchen', 'variant': 'F1_HIDDEN_COFFEE_VESSEL', 'total_subgoals': 12, 'passed_subgoals': 0, 'coverage': 0.0, 'results': [{'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_narrow_deep_cup physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_13'}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'HAS_CONTENT', 'target': 'water', 'description': 'ab3_narrow_deep_cup has water delivered'}, 'passed': False, 'evidence': {'content': 'water', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'HAS_CONTENT', 'target': 'coffee', 'description': 'ab3_narrow_deep_cup has coffee delivered'}, 'passed': False, 'evidence': {'content': 'coffee', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'STIRRED', 'target': 'true', 'description': 'ab3_narrow_deep_cup stirred with suitable stirrer'}, 'passed': False, 'evidence': {'verified_stir': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_medium_deep_mug physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'C2'}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'HAS_CONTENT', 'target': 'water', 'description': 'ab3_medium_deep_mug has water delivered'}, 'passed': False, 'evidence': {'content': 'water', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'HAS_CONTENT', 'target': 'coffee', 'description': 'ab3_medium_deep_mug has coffee delivered'}, 'passed': False, 'evidence': {'content': 'coffee', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'STIRRED', 'target': 'true', 'description': 'ab3_medium_deep_mug stirred with suitable stirrer'}, 'passed': False, 'evidence': {'verified_stir': False}}, {'subgoal': {'subject': 'ab3_shallow_bowl', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_shallow_bowl physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_16'}}, {'subgoal': {'subject': 'ab3_shallow_bowl', 'predicate': 'CONTAINS', 'target': 'suitable_soup_utensil', 'description': 'ab3_shallow_bowl stably contains suitable soup utensil'}, 'passed': False, 'evidence': {'matching_tools': [], 'stable_tools': []}}, {'subgoal': {'subject': 'ab3_deep_bowl', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_deep_bowl physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_25'}}, {'subgoal': {'subject': 'ab3_deep_bowl', 'predicate': 'CONTAINS', 'target': 'suitable_soup_utensil', 'description': 'ab3_deep_bowl stably contains suitable soup utensil'}, 'passed': False, 'evidence': {'matching_tools': [], 'stable_tools': []}}]}","{'domain': 'kitchen', 'variant': 'F1_HIDDEN_COFFEE_VESSEL', 'total_subgoals': 12, 'passed_subgoals': 0, 'coverage': 0.0, 'results': [{'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_narrow_deep_cup physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_13'}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'HAS_CONTENT', 'target': 'water', 'description': 'ab3_narrow_deep_cup has water delivered'}, 'passed': False, 'evidence': {'content': 'water', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'HAS_CONTENT', 'target': 'coffee', 'description': 'ab3_narrow_deep_cup has coffee delivered'}, 'passed': False, 'evidence': {'content': 'coffee', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_narrow_deep_cup', 'predicate': 'STIRRED', 'target': 'true', 'description': 'ab3_narrow_deep_cup stirred with suitable stirrer'}, 'passed': False, 'evidence': {'verified_stir': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_medium_deep_mug physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'C2'}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'HAS_CONTENT', 'target': 'water', 'description': 'ab3_medium_deep_mug has water delivered'}, 'passed': False, 'evidence': {'content': 'water', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'HAS_CONTENT', 'target': 'coffee', 'description': 'ab3_medium_deep_mug has coffee delivered'}, 'passed': False, 'evidence': {'content': 'coffee', 'verified_pour': False}}, {'subgoal': {'subject': 'ab3_medium_deep_mug', 'predicate': 'STIRRED', 'target': 'true', 'description': 'ab3_medium_deep_mug stirred with suitable stirrer'}, 'passed': False, 'evidence': {'verified_stir': False}}, {'subgoal': {'subject': 'ab3_shallow_bowl', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_shallow_bowl physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_16'}}, {'subgoal': {'subject': 'ab3_shallow_bowl', 'predicate': 'CONTAINS', 'target': 'suitable_soup_utensil', 'description': 'ab3_shallow_bowl stably contains suitable soup utensil'}, 'passed': False, 'evidence': {'matching_tools': [], 'stable_tools': []}}, {'subgoal': {'subject': 'ab3_deep_bowl', 'predicate': 'ON', 'target': 'serving_area', 'description': 'ab3_deep_bowl physically served on serving_area'}, 'passed': False, 'evidence': {'support': 'counter_spot_25'}}, {'subgoal': {'subject': 'ab3_deep_bowl', 'predicate': 'CONTAINS', 'target': 'suitable_soup_utensil', 'description': 'ab3_deep_bowl stably contains suitable soup utensil'}, 'passed': False, 'evidence': {'matching_tools': [], 'stable_tools': []}}]}",,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FM_STATE_FAILURE,51.691108,51.691108,,,,,,,,,,,,
