evaluated_runs,total_scheduled_runs,decision_coverage,true_positives,false_positives,true_negatives,false_negatives,accuracy,accuracy_ci95_low,accuracy_ci95_high,precision,recall,specificity,balanced_accuracy,f1_score,false_infeasible_rate,false_feasible_rate
51,64,0.796875,18,32,1,0,0.37254901960784315,0.25320519466264424,0.5097478653114912,0.36,1.0,0.030303030303030304,0.5151515151515151,0.5294117647058824,0.9696969696969697,0.0
