evaluated_runs,total_scheduled_runs,decision_coverage,true_positives,false_positives,true_negatives,false_negatives,accuracy,accuracy_ci95_low,accuracy_ci95_high,precision,recall,specificity,balanced_accuracy,f1_score,false_infeasible_rate,false_feasible_rate
298,320,0.93125,100,179,5,14,0.3523489932885906,0.30030442750504555,0.40815179204869206,0.35842293906810035,0.8771929824561403,0.02717391304347826,0.4521834477498093,0.5089058524173028,0.9728260869565217,0.12280701754385964
